,Location,Parameter,Unit,Frequency,Date,Value
8092,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2013-11-30,
8093,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2013-11-30,
8094,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2013-11-30,0.18961839298411953
8095,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2013-11-30,0.8111111111111111
8096,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2013-11-30,0.16401590457256476
8097,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2013-11-30,0.12666666666666665
8098,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2013-11-30,1.6231884057971018
8099,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2013-11-30,0.07908087138167709
8100,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2013-11-30,1.7999999999999998
8101,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2013-11-30,0.8571428571428571
8102,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2013-11-30,0.25499942830439165
8103,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2013-11-30,0.011541874527581293
8104,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2013-11-30,0.016231287756136945
8105,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2013-11-30,0.19963392082987613
8106,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2013-11-30,0.04004305601580418
8107,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2013-11-30,0.0008911626371812856
8108,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2013-11-30,0.6019417475728155
8109,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2013-11-30,0.475
8110,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2013-11-30,0.2682926829268293
8111,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2013-11-30,0.15
8112,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2013-11-30,
8113,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2013-11-30,
8114,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2013-11-30,
8115,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2013-11-30,
8116,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2013-11-30,
8117,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2013-11-30,
8118,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2013-11-30,0.47404598246029883
8119,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2013-11-30,0.7777777777777778
8120,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2013-11-30,0.3876739562624258
8121,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2013-11-30,0.09333333333333332
8122,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2013-11-30,2.4347826086956523
8123,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2013-11-30,0.11339898537749922
8124,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2013-11-30,6.6
8125,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2013-11-30,0.2619047619047619
8126,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2013-11-30,1.9596751685216265
8127,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2013-11-30,0.03151805692153028
8128,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2013-11-30,0.07106719895811031
8129,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2013-11-30,0.9152457171131781
8130,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2013-11-30,3.1816220724782425
8131,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2013-11-30,3.094314712435019e-05
8132,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2013-11-30,0.6019417475728155
8133,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2013-11-30,3.35
8134,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2013-11-30,2.9146341463414633
8135,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2013-11-30,0.4
8136,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2013-11-30,
8137,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2013-11-30,
8138,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2013-11-30,
8139,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2013-11-30,
8140,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2013-11-30,
8141,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2013-11-30,
8142,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2013-11-30,0.18961839298411953
8143,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2013-11-30,0.7888888888888889
8144,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2013-11-30,1.6550695825049717
8145,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2013-11-30,0.10666666666666667
8146,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2013-11-30,3.2463768115942035
8147,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2013-11-30,0.028349746344374805
8148,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2013-11-30,9.399999999999999
8149,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2013-11-30,0.38095238095238093
8150,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2013-11-30,1.028710417664168
8151,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2013-11-30,4.8183671698239765
8152,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2013-11-30,0.044556947289960236
8153,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2013-11-30,3.5481462520176614
8154,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2013-11-30,2.063311624420044
8155,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2013-11-30,0.03564650548725143
8156,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2013-11-30,0.5436893203883495
8157,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2013-11-30,0.2625
8158,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2013-11-30,0.14634146341463414
8159,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2013-11-30,0.15
8160,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2014-02-28,
8161,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2014-02-28,
8162,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2014-02-28,
8163,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2014-02-28,
8164,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2014-02-28,
8165,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2014-02-28,
8166,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2014-02-28,0.2844275894761793
8167,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2014-02-28,0.8222222222222223
8168,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2014-02-28,0.004970178926441356
8169,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2014-02-28,0.24666666666666667
8170,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2014-02-28,0.8840579710144928
8171,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-02-28,
8172,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2014-02-28,1.2
8173,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2014-02-28,0.9523809523809523
8174,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2014-02-28,0.21273371436138125
8175,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2014-02-28,1.7523228133640139
8176,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2014-02-28,0.014236332339967739
8177,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2014-02-28,0.00987948444609334
8178,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2014-02-28,0.03625889018635159
8179,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2014-02-28,0.0004039112137965178
8180,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2014-02-28,1.4563106796116505
8181,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2014-02-28,0.75
8182,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2014-02-28,0.4878048780487805
8183,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2014-02-28,
8184,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2014-02-28,
8185,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2014-02-28,
8186,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2014-02-28,
8187,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2014-02-28,
8188,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2014-02-28,
8189,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2014-02-28,
8190,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2014-02-28,0.2844275894761793
8191,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2014-02-28,0.9444444444444444
8192,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2014-02-28,0.004970178926441356
8193,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2014-02-28,0.09333333333333332
8194,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2014-02-28,1.0434782608695652
8195,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-02-28,
8196,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2014-02-28,0.6
8197,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2014-02-28,0.42857142857142855
8198,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2014-02-28,0.8400609542394547
8199,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2014-02-28,0.020765340845588977
8200,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2014-02-28,0.038476491856958464
8201,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2014-02-28,0.023922131197150455
8202,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2014-02-28,0.07694097343603079
8203,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2014-02-28,0.0041587589735126666
8204,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2014-02-28,0.9902912621359223
8205,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2014-02-28,0.0125
8206,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2014-02-28,0.024390243902439025
8207,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2014-02-28,
8208,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2014-02-28,
8209,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2014-02-28,
8210,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2014-02-28,
8211,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2014-02-28,
8212,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2014-02-28,
8213,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2014-02-28,
8214,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2014-02-28,0.18961839298411953
8215,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2014-02-28,0.6777777777777777
8216,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2014-02-28,0.014910536779324069
8217,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2014-02-28,0.11333333333333333
8218,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2014-02-28,1.318840579710145
8219,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-02-28,
8220,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2014-02-28,5.2
8221,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2014-02-28,0.38095238095238093
8222,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2014-02-28,1.028710417664168
8223,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2014-02-28,0.022944605570590363
8224,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2014-02-28,0.044556947289960236
8225,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2014-02-28,0.027293432707828167
8226,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2014-02-28,0.08597131768416849
8227,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2014-02-28,0.00031768297714332867
8228,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2014-02-28,0.3106796116504854
8229,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2014-02-28,0.25
8230,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2014-02-28,0.18292682926829268
8231,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2014-02-28,
8232,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2014-02-28,
8233,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2014-02-28,
8234,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2014-02-28,
8235,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2014-02-28,
8236,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2014-02-28,
8237,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2014-02-28,
8238,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2014-02-28,
8239,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2014-02-28,
8240,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2014-02-28,
8241,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2014-02-28,
8242,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2014-02-28,
8243,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2014-02-28,
8244,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2014-02-28,
8245,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2014-02-28,
8246,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2014-02-28,
8247,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2014-02-28,
8248,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2014-02-28,
8249,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2014-02-28,
8250,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2014-02-28,
8251,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2014-02-28,
8252,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2014-02-28,
8253,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2014-02-28,
8254,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2014-02-28,
8255,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2014-02-28,
8256,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2014-02-28,
8257,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2014-02-28,
8258,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2014-02-28,
8259,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2014-02-28,
8260,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2014-02-28,
8261,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2014-02-28,
8262,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2014-02-28,0.18961839298411953
8263,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2014-02-28,0.9444444444444444
8264,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2014-02-28,0.049701789264413564
8265,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2014-02-28,0.09333333333333332
8266,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2014-02-28,0.6086956521739131
8267,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-02-28,
8268,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2014-02-28,0.39999999999999997
8269,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2014-02-28,0.3333333333333333
8270,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2014-02-28,1.2943129210228543
8271,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2014-02-28,0.002055451151199428
8272,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2014-02-28,0.05262155829274956
8273,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2014-02-28,0.031705962748090934
8274,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2014-02-28,0.09749752601291622
8275,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2014-02-28,0.0041587589735126666
8276,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2014-02-28,0.23300970873786409
8277,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2014-02-28,0.0125
8278,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2014-02-28,0.012195121951219513
8279,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2014-02-28,
8280,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2014-05-31,
8281,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2014-05-31,
8282,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2014-05-31,
8283,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2014-05-31,
8284,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2014-05-31,
8285,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2014-05-31,
8286,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2014-05-31,0.5688551789523586
8287,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2014-05-31,0.8222222222222223
8288,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2014-05-31,0.14413518886679932
8289,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2014-05-31,0.38
8290,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2014-05-31,1.173913043478261
8291,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-05-31,
8292,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2014-05-31,5.0
8293,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2014-05-31,1.2380952380952381
8294,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2014-05-31,0.13547331469398116
8295,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2014-05-31,0.27046545491987745
8296,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2014-05-31,0.010270647854662989
8297,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2014-05-31,0.13353677183921578
8298,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2014-05-31,1.0194350968352128
8299,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2014-05-31,0.0011882168495750477
8300,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2014-05-31,0.21359223300970873
8301,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2014-05-31,1.25
8302,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2014-05-31,0.12195121951219512
8303,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2014-05-31,
8304,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2014-05-31,
8305,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2014-05-31,
8306,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2014-05-31,
8307,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2014-05-31,
8308,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2014-05-31,
8309,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2014-05-31,
8310,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2014-05-31,0.23702299123014942
8311,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2014-05-31,0.7777777777777778
8312,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2014-05-31,0.17395626242544748
8313,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2014-05-31,0.09333333333333332
8314,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2014-05-31,0.4927536231884059
8315,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-05-31,
8316,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2014-05-31,7.6
8317,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2014-05-31,0.9523809523809523
8318,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2014-05-31,0.21273371436138125
8319,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2014-05-31,0.01055616152628924
8320,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2014-05-31,0.014236332339967739
8321,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2014-05-31,0.1975896889218668
8322,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2014-05-31,1.232802266335954
8323,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2014-05-31,0.0007129301097450286
8324,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2014-05-31,0.0970873786407767
8325,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2014-05-31,0.1625
8326,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2014-05-31,0.06097560975609756
8327,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2014-05-31,
8328,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2014-05-31,
8329,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2014-05-31,
8330,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2014-05-31,
8331,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2014-05-31,
8332,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2014-05-31,
8333,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2014-05-31,
8334,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2014-05-31,0.37923678596823907
8335,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2014-05-31,0.7666666666666667
8336,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2014-05-31,0.6113320079522868
8337,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2014-05-31,0.5933333333333334
8338,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2014-05-31,3.8115942028985508
